Электрик;Екатеринбург;МОТИВ, телекоммуникационная группа;
Менеджер по продажам (утилизация оборудования);Екатеринбург;Кадровая компания Ключ к успеху;Активные продажи, Холодные продажи, Поиск и привлечение клиентов, B2B Продажи, Заключение договоров, Экологическое право, 1С-Битрикс, Клиентоориентированность, Работа с юридическими лицами, 
Руководитель отдела продаж;Екатеринбург;Завод КТтрон;Управление продажами, Активные продажи, CRM, Планирование продаж, Развитие продаж, 
Полицейский;Кушва;ЛО МВД России на ст. Екатеринбург-Пассажирский;Пользователь ПК, Обучение и развитие, Охрана объекта, 
Продавец (с функциями грузчика);Каменск-Уральский;Строй-Центр;Пользователь ПК, Обслуживание покупателей, Работа с оргтехникой, Умение работать в команде, Проведение ревизий, Ответственность, 
Ведущий системный аналитик;Екатеринбург;КБ «Уральский банк реконструкции и развития» (УБРиР);Разработка технических заданий, SQL, Тестирование, Аналитика, Бизнес-анализ, 
Слесарь-ремонтник;Екатеринбург;Верх-Исетский металлургический завод;
Электрослесарь подземный 5 разряда;Нижняя Тура;Подразделение ООО Штайгер г. Екатеринбург;3 группа по электробезопасности, Настройка ПК, Настройка сетевых подключений, Чтение электросхем, Техническое обслуживание, Техническая эксплуатация, Borland Delphi, MS Visio, Электротехнические работы, Компас-3D, 
Инженер по ремонту станков с ЧПУ;Екатеринбург;Региональный Центр Лазерных Технологий;Ремонтные работы, Mathcad, 
Разработчик BI- систем;Екатеринбург;Франчайзинговая розничная сеть Галамарт;
Администратор магазина (Екатеринбург, улица Токарей, 33);Екатеринбург;Пятёрочка;
Медицинский представитель RX;Екатеринбург;Dr. Reddy’s;
Полицейский;Первоуральск;ЛО МВД России на ст. Екатеринбург-Пассажирский;Пользователь ПК, Обучение и развитие, Охрана объекта, 
Главный инженер по эксплуатации зданий;Екатеринбург;ИНВЕСТСТРОЙ;
Логист;Екатеринбург;Союз-Логистик;Автомобильные грузоперевозки, Работа с большим объемом информации, Автомобильные перевозки, Управление временем, Управление офисными водителями, 
Оперуполномоченный уголовного розыска;Екатеринбург;Отдел полиции № 8 УМВД России по городу Екатеринбургу;Уголовное процессуальное право, Уголовное право, Ведение переговоров, Работа с оргтехникой, Грамотная речь, 
Водитель автопогрузчика;Екатеринбург;САТУРН УРАЛ;
Продавец-кассир г.Асбест;Асбест;ВЕРНЫЙ, Сеть магазинов;
Продавец-кассир, г.Реж;Реж;ВЕРНЫЙ, Сеть магазинов;
Директор магазина (Екатеринбург, Викулова, 28д);Екатеринбург;Пятёрочка;
Полицейский;Нижний Тагил;ЛО МВД России на ст. Екатеринбург-Пассажирский;Пользователь ПК, Обучение и развитие, Охрана объекта, 
Медицинская сестра палатная (терапевтическое отделение стационара);Екатеринбург;МБУ ЦГБ №2 им. А.А.Миславского;
Территориальный управляющий;Туринск;К Телеком,ООО;Управление персоналом, Организаторские навыки, Организация мероприятий, Ориентация на результат, Развитие продаж, 
Мастер (металлоконструкции);Арамиль;АЗРМК;
JavaScript разработчик;Екатеринбург;Центральный банк Российской Федерации;Node.js, JavaScript, AngularJS, Git, Agile Project Management, 
Разработчик Java;Екатеринбург;Франчайзинговая розничная сеть Галамарт;
Эксперт по координации проектирования - железнодорожное направление;Екатеринбург;НИПИГАЗ;Управление проектами, AutoCAD, Разработка проектной документации, Разработка технических заданий, 
Уборщица/Уборщик офисных помещений;Екатеринбург;БИЗНЕС-ПАРК ДЕЛОВОЙ КВАРТАЛ;
Менеджер по работе с клиентами в Нижнем Тагиле;Нижний Тагил;Консультант Свердловская область;Консультант плюс, Грамотная речь, Деловое общение, Сопровождение клиентов, Работа с людьми, Консультирование, Работа в команде, Клиентоориентированность, Управление отношениями с клиентами, Навыки межличностного общения, Ориентация на клиента, Консультирование клиентов, 
Территориальный управляющий;Екатеринбург;Хлебница;Управление персоналом, Управление продажами, 1С: Торговля, Обучение и развитие, 1С: Управление персоналом, 
Антенщик-мачтовик (монтажник-высотник);Краснотурьинск;МОТИВ, телекоммуникационная группа;
Руководитель сборочного производства;Екатеринбург;М5.Эксперт;1С: Склад, Деловая переписка, Управление качеством, Контроль качества, Технический контроль производства, Управление производственным персоналом, Производственный контроль, Умение планировать, 
Сервисный инженер;Екатеринбург;ANCOR Consumer Goods;
Контролер магазина (охранник);Каменск-Уральский;Строй-Центр;Работа с ТМЦ, Умение работать в команде, Торговля, 
Категорийный менеджер;Екатеринбург;Красное & Белое, розничная сеть;
Руководитель отдела закупок;Екатеринбург;АльянсКомплект;
Разработчик АВАР;Екатеринбург;Интеллектуальные системы;SQL, MS SQL, Функциональное тестирование, MS SQL Server, XML, 
Директор магазина (Екатеринбург, Токарей, 33);Екатеринбург;Пятёрочка;
Директор хлебозавода;Екатеринбург;ПромСредМаш;
Site Reliability Engineer(SRE)/Software Engineer;Екатеринбург;Тинькофф;Python, PostgreSQL, Linux, Git, SQL, 
Инженер информационно-аналитического отдела;Екатеринбург;МОТИВ, телекоммуникационная группа;SQL, MS SQL, Английский язык, Java SE, Работа в команде, 
Продавец-кассир (Первоуральск, Космонавтов, 5);Новоуткинск;Пятёрочка;
Оператор ламинирующего оборудования;Большой Исток;Витек;
Web-программист;Екатеринбург;Практик-Центр;
Пекарь (Арамиль, Северный переулок, 17А);Арамиль;Пятёрочка;
Кассир торгового зала;Каменск-Уральский;Строй-Центр;Кассовые операции, Работа с кассой, Кассовые документы, Ведение кассовой книги, Обучение и развитие, Ответственность, Материальная ответственность, 
Врач-рентгенолог / УЗИ;Екатеринбург;ГАУЗ СО Областная детская клиническая больница;
Менеджер по продажам (без холодных звонков);Екатеринбург;Консультант Свердловская область;Активные продажи, Ведение переговоров, Развитие продаж, Прямые продажи, Проведение презентаций, Навыки презентации, Деловая переписка, Навыки продаж, B2B Продажи, Консультант плюс, Клиентоориентированность, Управление отношениями с клиентами, Работа с людьми, Оценка потребностей клиентов, Заключение договоров, Деловое общение, Деловая коммуникация, Работа в команде, Обучение и развитие, Навыки работы с возражениями, Ведение активных клиентов, 
Front-end разработчик;Екатеринбург;Компания Максим (maxim);typescript, Vue.js, 
Специалист по бизнес-администрированию;Екатеринбург;ЭФКО, Управляющая компания;MS PowerPoint, Управление персоналом, Разработка регламентов, Документооборот, Обучение и развитие, 
Главный инженер проекта (ГИП);Екатеринбург;Группа ЛСР;AutoCAD, Организаторские навыки, Проектная документация, Разработка проектной документации, Обучение и развитие, 
Инженер по проектированию внутреннего и внешнего электроснабжения и электрооборудования;Екатеринбург;Малышева 73;
Провизор - фармацевт в аптеку (пер. Черноморский, 2);Екатеринбург;Живика, аптечная сеть;
Врач КЛД/биолог КДЛ (на ПЦР);Екатеринбург;Ситилаб, Научно-методический центр клинической лабораторной диагностики;ПЦР-метод, Лабораторная работа, 
Оператор call-центра;Екатеринбург;САТУРН УРАЛ;
Golang-разработчик;Екатеринбург;Точка;
Директор магазина (Екатеринбург, улица Мамина-Сибиряка, 54);Екатеринбург;Пятёрочка;
Врач акушер-гинеколог;Екатеринбург;Нефтеюганская окружная клиническая больница им.В.И.Яцкив;Организация мероприятий, Медицинская документация, Медицинское оборудование, Диагностика, Деловая этика, 
Директор магазина (Ирбит, улица Калинина, 19А);Ирбит;Пятёрочка;
Заместитель директора магазина (Богданович, Октябрьская улица, 90);Богданович;Пятёрочка;
Директор магазина (Богданович, Октябрьская улица, 90);Богданович;Пятёрочка;
Инженер теплогазоснабжения (Строительство, с. «Сажино»);Екатеринбург;Деловой Дом на Архиерейской;
Директор магазина (Екатеринбург, улица Шейнкмана, 119);Екатеринбург;Пятёрочка;
Менеджер по продажам ( г.Красноуфимск);Красноуфимск;Связной;
Водитель-менеджер;Екатеринбург;Трушков Сергей Валерьевич;Творческое мышление, HoReCa, Проведение промо акций, Работа с дебиторской задолженностью, 
Администратор магазина (Ирбит, улица Калинина, 19А);Ирбит;Пятёрочка;
Техник по обслуживанию вентиляции и систем кондиционирования;Екатеринбург;БИЗНЕС-ПАРК ДЕЛОВОЙ КВАРТАЛ;
Врач-нефролог;Екатеринбург;ГАУЗ Городская больница №1 им. Г.И. Дробышева г. Магнитогорск;Должностные инструкции, Творческое мышление, Пользователь ПК, 
Продавец-кассир (Каменск-Уральский, Карла Маркса, 71);Каменск-Уральский;Пятёрочка;
Директор магазина (Екатеринбург, улица 8 Марта, 100);Екатеринбург;Пятёрочка;
Программист Python;Екатеринбург;Прикладные технологии;Python, SQL, ООП, Английский язык, Разработка ПО, 
Инженер -конструктор;Нижний Тагил;Машпром, НПП;ЕСКД, ГОСТ, Компас-3D, Технология производства, Проектирование, Проведение расчетов на прочность, Проектно-конструкторская деятельность, 
Руководитель исследовательского центра / RnD (добавки в бетон);Екатеринбург;Люди Дела;Английский язык, Научные исследования, Лабораторная работа, Научная деятельность, бетон, химия, 
Менеджер по продажам (без поиска);Екатеринбург;Медиагруппа «Актион-МЦФЭР»;
Менеджер по продажам (удаленно);Екатеринбург;Онлайн Академия Английского языка;CRM, Навыки продаж, Грамотная речь, Ориентация на результат, Ориентация на клиента, 
Продавец-кассир (Екатеринбург, Розы Люксембург, 22);Екатеринбург;Пятёрочка;
Региональный менеджер (вентиляционное оборудование);Екатеринбург;Карьера, г. Екатеринбург;Ведение переговоров, Навыки переговоров, 
Менеджер по продажам услуг;Екатеринбург;Союз-Логистик;Холодные продажи, Заключение договоров, Грамотная речь, Прямые продажи, Телефонные переговоры, 
Ведущий клиентский менеджер;Екатеринбург;БАНК УРАЛСИБ;Операционное обслуживание физических лиц, Кредитование физических лиц, Продажа финансовых продуктов, 
Директор магазина (Екатеринбург, улица Мамина-Сибиряка, 132);Екатеринбург;Пятёрочка;
Специалист по охране труда и пожарной безопасности;Екатеринбург;Фонд Радомир;Охрана труда и техника безопасности, Пользователь ПК, Аудит системы управления охраной труда, Вводный инструктаж по охране труда и технике безопасности, Пожарная безопасность, разработка инструкций по охране труда, Грамотность, Навыки составления отчетности, 
Супервайзер (Краснотурьинск, улица Рюмина, 17);Краснотурьинск;Пятёрочка;
Руководитель подразделения по операционной поддержке корпоративных клиентов (г.Ярославль);Екатеринбург;Райффайзенбанк;Мотивация персонала, Деловая коммуникация, Организаторские навыки, Управление персоналом, Управление проектами, Оптимизация бизнес-процессов, Ориентация на результат, Сопровождение клиентов, Корпоративные клиенты, 
Супервайзер (Богданович, Октябрьская улица, 90);Богданович;Пятёрочка;
Сотрудник на выкладку товара - грузчик (Уралмаш, Эльмаш);Екатеринбург;Филиал «Мегамарт» АО Дикси Юг;
Автор научных работ по ANSYS;Екатеринбург;Homework;
Директор магазина (Екатеринбург, Краснолесья, 26);Екатеринбург;Пятёрочка;
Заместитель директора магазина (Арамиль, Северный переулок, 17А);Арамиль;Пятёрочка;
Мобильный продавец-кассир (Богданович, Октябрьская улица, 90);Богданович;Пятёрочка;
Администратор магазина (Заречный, улица Кузнецова, 4);Заречный (Свердловская область);Пятёрочка;
Frontend-разработчик;Екатеринбург;Центр Высоких Технологий;
Администратор магазина (Арамиль, Северный, 17А);Арамиль;Пятёрочка;
Заместитель директора магазина (Асбест, улица Калинина, 38А);Асбест;Пятёрочка;
Директор магазина (Асбест, улица Калинина, 38А);Асбест;Пятёрочка;
Администратор магазина (Асбест, улица Калинина, 38А);Асбест;Пятёрочка;
Продавец-кассир (Екатеринбург, Белинского, 149);Екатеринбург;Пятёрочка;
Ведущий инженер по горным работам;Екатеринбург;Люди Дела;Строительство, Технический надзор, Производство строительно-монтажных работ, Строительный контроль, 
Дежурный электрик;Березовский (Свердловская область);СК ИНТЕГ;Умение работать в команде, Ответственность, 
.NET-разработчик;Екатеринбург;Центр Высоких Технологий;
Водитель менеджер;Нижний Тагил;Хакимуллин Ильназ Ниязович;
Администратор магазина (Новоуральск, улица Ленина, 34);Новоуральск;Пятёрочка;
Администратор магазина (Сухой Лог, Гоголя, 31А);Сухой Лог;Пятёрочка;
Технолог (пищевое производство);Екатеринбург;Пивзавоз Group;
Продавец-кассир (Таватуй, Ленина, 158А);Новоуральск;Пятёрочка;
Главный инженер проектов;Екатеринбург;Уральский центр систем безопасности;Управление проектами, Разработка проектной документации, Управление командой, Управление процессами, Информационные технологии, Технические средства информационной защиты, нормативно-техническая документация, Проектная документация, Проектирование, Техническая документация, Деловая переписка, 
Администратор магазина (Таватуй, Ленина, 158А);Новоуральск;Пятёрочка;
Продавец-кассир (Кушва, Маяковского, 5А);Кушва;Пятёрочка;
Администратор магазина (Арамиль, Дорожный, 15);Арамиль;Пятёрочка;
Продавец-кассир (Екатеринбург, Восточная, 160);Екатеринбург;Пятёрочка;
Заместитель директора по информационным технологиям;Екатеринбург;Черкашин и партнеръ;Управление проектами, Информационные технологии, Разработка технических заданий, Разработка и внедрение политик и процедур, Моделирование бизнес процессов, 1С программирование, 
Администратор магазина (Заречный, Ленинградская улица, 19А);Заречный (Свердловская область);Пятёрочка;
Ведущий инженер-строитель;Екатеринбург;Люди Дела;Производство строительно-монтажных работ, Технический надзор, Строительный контроль, Строительство, 
Директор магазина (Новоуральск, улица Ленина, 90);Новоуральск;Пятёрочка;
Разработчик .NET;Екатеринбург;Экстрим про;
Администратор магазина (Новоуральск, Ленина, 113А);Новоуральск;Пятёрочка;
Оператор установки слива/ налива битума;Екатеринбург;ТА Битум;
Директор магазина (Заречный, Ленинградская улица, 19А);Заречный (Свердловская область);Пятёрочка;
Заместитель директора магазина (Арамиль, Рабочая улица, 104);Арамиль;Пятёрочка;
Администратор магазина (Асбест, улица Ладыженского, 30к1);Асбест;Пятёрочка;
Ведущий разработчик .NET;Екатеринбург;Экстрим про;
Разработчик .NET;Екатеринбург;Экстрим про;
Супервайзер (Асбест, улица Калинина, 38А);Асбест;Пятёрочка;
Заместитель директора магазина (Асбест, улица Ладыженского, 30к1);Асбест;Пятёрочка;
Военнослужащий по контракту;Екатеринбург;Пункт отбора на военную службу по контракту по Омской области;Исполнительность, Дисциплинированность, 
Директор магазина (Асбест, улица Ладыженского, 30к1);Асбест;Пятёрочка;
Фельдшер-Врач-Педиатр-Ек;Екатеринбург;МАУ Детская городская больница №8;ЗНАНИЕ ПРОФЕССИИ, 
Инженер-конструктор (гидравлика);Екатеринбург;Стройдормаш;Разработка технических заданий, Разработка инструкций, Обучение, Автоматизированное рабочее место (АРМ), 
Администратор магазина (Асбест, улица Долонина, 4);Асбест;Пятёрочка;
Продавец-кассир (Каменск-Уральский, Победы, 63);Каменск-Уральский;Пятёрочка;
Продавец-кассир (Полевской, Ленина, 51А);Горный Щит;Пятёрочка;
Заместитель директора магазина (село Курганово, улица Ленина, 51);Горный Щит;Пятёрочка;
Администратор магазина (село Косулино, улица Ленина, 48);Косулино (Свердловская область);Пятёрочка;
Администратор магазина (село Курьи, улица Ворошилова, 5В);Курьи;Пятёрочка;
Администратор магазина (Арамиль, улица Космонавтов, 7);Арамиль;Пятёрочка;
Заместитель директора магазина (село Косулино, улица Ленина, 48);Косулино (Свердловская область);Пятёрочка;
Менеджер по продажам B2B;Екатеринбург;Яндекс;
Заместитель директора магазина (село Патруши, Советская улица, 96);Патруши (Свердловская область);Пятёрочка;
Администратор магазина (Екатеринбург, Рощинская, 46/2);Екатеринбург;Пятёрочка;
Администратор магазина (посёлок городского типа Белоярский, улица Ленина, 262);Белоярский (Свердловская область);Пятёрочка;
BIM-координатор;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;Autodesk Revit, Работа в команде, Autodesk Navisworks, AutoCAD, BIM, 
Администратор магазина (Сухой Лог, проезд Строителей, 5);Сухой Лог;Пятёрочка;
Ведущий разработчик .NET;Екатеринбург;Экстрим про;
Программист 1С;Екатеринбург;Промэлектроника, Научно-производственный центр;1С программирование, 1С: Бухгалтерия, 1С: Предприятие 8, 1С: Зарплата и управление персоналом, 1С: Управление Производственным Предприятием, 1С: Документооборот, ERP, 
Администратор магазина (село Грязновское, улица Ленина, 46А);Грязновское;Пятёрочка;
Заместитель директора магазина (Нижний Тагил);Нижний Тагил;Пятёрочка;
Торговый представитель (Екатеринбург);Екатеринбург;Практик-Центр;Работа с дебиторской задолженностью, Активные продажи, Работа с возражениями, Навыки презентации, 
Инженер генплана;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Администратор магазина (Екатеринбург, Заводская, 75);Екатеринбург;Пятёрочка;
Администратор магазина (рабочий посёлок Малышева, улица Тимирязева, 21);Малышева;Пятёрочка;
Слесарь по обслуживанию газового оборудования;Арамиль;Солид, Группа компаний;Производственный контроль, Контроль качества, Контроль исправности оборудования, 
Прораб/Мастер участка (сантехнические системы, инженерные сети ОВ,ВК);Екатеринбург;АДС СпецСтрой;Организаторские навыки, Охрана труда и техника безопасности, Контроль исполнения решений, Расстановка приоритетов, Умение принимать решения, 
Директор магазина (Асбест, улица Победы, 26/1);Асбест;Пятёрочка;
Администратор магазина (Красноуфимск, 2-я Садовая улица, 5);Красноуфимск;Пятёрочка;
Детский Хирург - Ортопед - Уролог;Екатеринбург;МАУ Детская городская больница №8;ЗНАНИЕ ПРОФЕССИИ, 
Контролер ОТК / Контролер сварочных работ;Екатеринбург;Региональный Центр Лазерных Технологий;
Менеджер по привлечению клиентов;Екатеринбург;Билайн ШПД;Активные продажи, Деловое общение, Работа в команде, Навыки продаж, Клиентоориентированность, Грамотная речь, Управление отношениями с клиентами, Ориентация на результат, Оценка потребностей клиентов, 
Администратор магазина (Качканар, улица Свердлова, 24);Качканар;Пятёрочка;
Контролер торгового зала (Вагонка, ГГМ);Нижний Тагил;Строй-Центр;Работа с ТМЦ, 
Мерчандайзер (Магнит, Пятерочки);Березовский (Свердловская область);TRproject;Пополнение товарных запасов, Блочная выкладка товара, Android, Ведение отчетности, Мобильность, 
Инженер-конструктор 1-2 категории (механик, отдел подъемно-транспортного оборудования);Екатеринбург;Уралмашзавод;Ведение документации, Гибкость, AutoCAD, Компас-3D, Разработка проектной документации, Проектно-конструкторская деятельность, ЕСКД, SiemensNX, 
Продавец-кассир (Екатеринбург, Рощинская, 46/2);Екатеринбург;Пятёрочка;
Токарь 5 разряда;Екатеринбург;Уралхиммаш;
Ведущий инженер-проектировщик ВК;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Администратор магазина (Асбест, улица Победы, 26/1);Асбест;Пятёрочка;
Главный архитектор проекта;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Оператор call-центра в автосалон;Екатеринбург;ТСАЦ ИЮЛЬ;Сопровождение клиентов, Грамотная речь, Консультирование, Ведение клиентской базы, Телефонные переговоры, 
Главный конструктор;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Продавец-кассир (Таборы, Октябрьская, 54А);Таборы (Таборинский район);Пятёрочка;
Электромонтер по ремонту и обслуживанию электрооборудования (5-6 разряда);Екатеринбург;Уралхиммаш;Чтение электросхем, 3 группа по электробезопасности, Электротехнические работы, Ремонтные работы, Техническое обслуживание, электродвигатели, генераторы, 
Оператор-кассир АЗС (г. Нижний Тагил);Нижний Тагил;Газпром нефть;
Инженер-проектировщик систем электроснабжения;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Руководитель отдела продаж;Екатеринбург;БАВ-Движение;Целеустремленность, Работа в команде, Ведение переговоров, Активные продажи, Грамотная речь, Навыки продаж, Заключение договоров, Телефонные переговоры, B2B Продажи, Работа с большим объемом информации, Планирование продаж, Деловое общение, 
Инженер-конструктор;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Электромонтажник/монтажник;Серов;ЭнергоСтрой;
Ведущий инженер-проектировщик ОВ;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Производитель работ (прораб) в строительстве;Екатеринбург;АДС СпецСтрой;Организаторские навыки, Пользователь ПК, Ориентация на результат, Контроль исполнения решений, Строительство, 
Ведущий инженер-программист станков с ЧПУ фрезерной группы;Екатеринбург;Завод №9;Компас-3D, SolidWorks, FeatureCAM, SprutCAM, 
Ведущий специалист отдела аудита информационных технологий;Екатеринбург;«Газпромбанк» (Акционерное общество);MS SQL, SQL, C#, Информационные технологии, 
Ведущий Java разработчик/ Архитектор Java;Екатеринбург;Франчайзинговая розничная сеть Галамарт;
Оператор call-центра;Екатеринбург;Билайн ШПД;Работа в команде, Навыки продаж, Клиентоориентированность, Грамотная речь, Управление отношениями с клиентами, Ориентация на результат, 
Руководитель агентской сети;Екатеринбург;PROFI CREDIT;
Специалист по развитию активных продаж;Екатеринбург;Билайн ШПД;Активные продажи, Деловое общение, Работа в команде, Навыки продаж, Клиентоориентированность, Грамотная речь, Управление отношениями с клиентами, Ориентация на результат, Оценка потребностей клиентов, 
Электромонтажник/монтажник;Верхняя Пышма;ЭнергоСтрой;
Главный инженер проекта (ГИП);Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Уборщик производственных и служебных помещений;Арамиль;Солид, Группа компаний;
Фасовщица/Фасовщик в пекарню (супермаркет Яблоко, Ботаника);Екатеринбург;Яблоко, торговая сеть;
Менеджер по продажам (аренда специальной техники);Екатеринбург;Кадровый центр STAFF-Профи;Холодные продажи, Холодные звонки, Активные продажи, Поиск и привлечение клиентов, Пользователь ПК, 
Инженер-технолог (тяговые электродвигатели);Екатеринбург;Люди Дела;Компас-3D, Производственное планирование, Работа в команде, 
Директор магазина (Верхняя Салда, улица Воронова, 11);Верхняя Салда;Пятёрочка;
Продавец-кассир (Красноуральск, Ленина, 35);Красноуральск;Пятёрочка;
Контролер КПП;Арамиль;Солид, Группа компаний;Грамотная речь, Навыки межличностного общения, Работа с ТМЦ, Google Chrome, Умение работать в коллективе, 
Электромонтажник/монтажник;Асбест;ЭнергоСтрой;
Администратор магазина (Кировград, Декабристов, 12);Кировград;Пятёрочка;
Инженер-конструктор (тяговые электродвигатели);Екатеринбург;Люди Дела;Компас-3D, AutoCAD, SolidWorks, 
Архитектор;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
"Администратор / Товаровед магазина ""Магнит - косметик"" (Первоуральск)";Первоуральск;МАГНИТ, Розничная сеть;
Администратор магазина (Нижний Тагил, Садовая, 83);Нижний Тагил;Пятёрочка;
Финансовый консультант (Онлайн);Екатеринбург;Ренессанс Жизнь, Страхование Жизни;Клиентоориентированность, Деловое общение, Работа в команде, Многозадачность, 
Торговый представитель;Серов;Эвэнкс;Пользователь ПК, 
Врач-онколог / заведующий отделением;Нижний Тагил;HRT Group;
Менеджер по продажам;Нижний Тагил;Строительный Двор;
Администратор магазина (Невьянск, Максима Горького, 11);Невьянск;Пятёрочка;
Супервайзер (Заречный, Комсомольская улица, 3);Заречный (Свердловская область);Пятёрочка;
Специалист информационного обслуживания;Нижний Тагил;GlobalTruckDelivery;
Руководитель проектов;Екатеринбург;АЛЬТЕК ПРОЕКТ СТРОЙ;
Супервайзер (посёлок городского типа Рефтинский, Юбилейная улица, 20);Рефтинский;Пятёрочка;
Консультант (строительные и отделочные материалы);Нижний Тагил;Строительный Двор;
Директор магазина (Тавда, улица Павлика Морозова, 11);Тавда;Пятёрочка;
Электромонтажник/монтажник;Первоуральск;ЭнергоСтрой;
Инженер по сборке;Екатеринбург;Группа СВЭЛ;Работа в команде, Чтение чертежей, 
Супервайзер (Сухой Лог, Юбилейная улица, 20);Сухой Лог;Пятёрочка;
Логист;Екатеринбург;УРАЛО-СИБИРСКАЯ ПРОМЫШЛЕННАЯ КОМПАНИЯ;Транспортная логистика, Оптимизация логистических процессов, 1С: Предприятие 8, Работа с дебиторской задолженностью, Деловая переписка, 
Супервайзер (поселок Октябрьский, улица Чапаева, 1);Октябрьский (Сысертский городской округ);Пятёрочка;
Главный механик;Невьянск;Bergauf;Электронный документооборот, Техническое обслуживание, Ремонтные работы, 1С: Документооборот, Управление производственным персоналом, 
Руководитель проектов;Екатеринбург;Рекламно-производственная компания Ником Реклама;
Менеджер по продажам (Грузоперевозки);Екатеринбург;УРАЛО-СИБИРСКАЯ ПРОМЫШЛЕННАЯ КОМПАНИЯ;
Электромонтажник/монтажник;Новоуральск;ЭнергоСтрой;
Директор магазина (Тавда, улица Фанерщиков, 2);Тавда;Пятёрочка;
Директор магазина (Тавда, улица Павлика Морозова);Тавда;Пятёрочка;
Укладчик-упаковщик;Екатеринбург;СМАК, Свердловский хлебомакаронный комбинат;
Электромонтажник/монтажник;Красноуфимск;ЭнергоСтрой;
Пекарь (посёлок городского типа Белоярский, улица Ленина, 262);Белоярский (Свердловская область);Пятёрочка;
Заместитель директора магазина (Тавда, улица Павлика Морозова, 11);Тавда;Пятёрочка;
Менеджер по работе с корпоративными клиентами;Екатеринбург;Рекламно-производственная компания Ником Реклама;
Фрезеровщик;Екатеринбург;Уральский компрессорный завод;
Специалист службы мониторинга;Екатеринбург;БИЗНЕС-ПАРК ДЕЛОВОЙ КВАРТАЛ;Навыки межличностного общения, Грамотная речь, Охрана объекта, 
Продавец-консультант;Екатеринбург;Сеть магазинов цифровой и бытовой техники DNS;
Торговый представитель (Спутниковое ТВ МТС);Талица;Спутниковое ТВ МТС;
Помощник руководителя проектов;Екатеринбург;Рекламно-производственная компания Ником Реклама;
Помощник руководителя;Екатеринбург;Вест;исполнение поручений руководителя, Административная поддержка руководителя, Исполнение личных поручений руководителя, Грамотная речь, Участие в Тендерах, 
