Полицейский-водитель;Екатеринбург;Полк ППСП УМВД России по г. Екатеринбуру;
Кладовщик / Комплектовщик;Арамиль;Пятёрочка;
Специалист по выдаче займов;Верхотурье;Микрокредитная компания Касса Взаимопомощи Пятый Элемент Деньги;Активные продажи, Холодные продажи, Ведение переговоров, Поиск и привлечение клиентов, Прямые продажи, Организаторские навыки, Пользователь ПК, Заключение договоров, 
"Специалист по продажам ""Связной""";Екатеринбург;Связной;
Менеджер по закупкам ВЭД;Екатеринбург;Новатекс;Английский язык, 1С: Предприятие 8, Транспортная логистика, ВЭД, Оптимизация логистических процессов, Работа с документами, Ведение переговоров, Деловая переписка, Организаторские навыки, 
Спортивный репортёр со знанием английского языка;Нижний Тагил;Sportsdata AG;
Менеджер по продажам;Екатеринбург;СЕРКОНС;Активные продажи, Обучение и развитие, Холодные продажи, B2B Продажи, Поиск и привлечение клиентов, 
Полицейский;Верхняя Пышма;Полк ППСП УМВД России по г. Екатеринбуру;
Кладовщик / Комплектовщик;Богданович;Пятёрочка;
Водитель автобуса городских пассажирских маршрутов в филиал Восточный;Екатеринбург;ГУП Мосгортранс;
Персональный менеджер по работе с корпоративными клиентами;Екатеринбург;МТС;
"Продавец в салон ""Связной""";Екатеринбург;Связной;
Кладовщик / Комплектовщик;Асбест;Пятёрочка;
Полицейский;Екатеринбург;Полк ППСП УМВД России по г. Екатеринбуру;
Специалист технической поддержки;Екатеринбург;Система Геткурс;
Инженер-конструктор (1, 2, 3 категория, ведущий);Екатеринбург;Машпром, НПП;разработка чертежей, Компас-3D, Разработка проектной документации, нормативно-техническая документация, ГОСТ, Solid Works, AutoCAD, ЕСКД, 3D Моделирование, Пользователь ПК, Проектирование, Проектно-конструкторская деятельность, Работа в команде, SolidWorks, 
Frontend-разработчик middle+;Екатеринбург;Центр Информационных Технологий;JavaScript, Git, CSS, HTML, 
Инженер (ОЭС);Екатеринбург;Опытно-конструкторское бюро УЗГА;CAD-редактор, ЕСКД, Проектно-конструкторская деятельность, 
Full Stack (Node.js+React.js) Developer;Екатеринбург;DataArt;Git, Node.js, JavaScript, Английский язык, ООП, 
Руководитель Центра оценки квалификаций (г. Улан-Удэ, Республика Бурятия);Екатеринбург;АНО Агентство по Развитию Человеческого Капитала На Дальнем Востоке и в Арктике;
Senior .NET Engineer;Екатеринбург;DataArt;JavaScript, Agile Project Management, ASP.NET, Scrum, MS SQL Server, 
Оператор станков с ЧПУ;Екатеринбург;Научно-производственный комплекс ВИП;Станки ЧПУ, оператор станков ЧПУ, технология изготовления, изготовление деталей, fanuc, siemens, токарь, 
Python Developer (SaaS платформа);Екатеринбург;Крона-КС;Python, JavaScript, Git, Django Framework, Linux, MongoDB, Celery, RabbitMQ, AngularJS, React, Docker, Android, iOS, Cordova, NoSQL, SaaS, MySQL, PostgreSQL, Kubernetes, Elixir, 
Инженер-конструктор (машиностроение);Екатеринбург;Люди Дела;
Администратор магазина;Екатеринбург;Красное & Белое, розничная сеть;Управление персоналом, Обучение персонала, Подбор персонала, Активные продажи, Работа в команде, Навыки продаж, Красное и Белое, 1C, Оптово-розничное кассовое обслуживание, Выкладка товаров, 
Помощник главного бухгалтера;Екатеринбург;Вертикаль;Налоговая отчетность, Расчет заработной платы, Бухгалтерская отчетность, Первичная документация, Расчет НДС, 
Машинист ДВС (г. Первоуральск);Екатеринбург;Engine;Электроэнергетика, Техническая эксплуатация, ДВС, двигатель, ДГУ, ДЭС, ГПЭС, 
Полицейский;Екатеринбург;ЛО МВД России на ст. Екатеринбург-Пассажирский;Пользователь ПК, Обучение и развитие, Охрана объекта, 
Старшая медицинская сестра;Серов;МЦ ОЛМЕД;
Оператор товарный;Екатеринбург;Газпром нефть;
Менеджер по продажам (ХоРеКа);Екатеринбург;ЕвроАзия, Торговая компания;Активные продажи, Прямые продажи, 1С: Торговля, Деловое общение, Заключение договоров, Работа в команде, Дебиторская задолженность, 
Ведущий системный аналитик;Екатеринбург;Сайтсофт;MS Visio, MS Project, Разработка технических заданий, Проектирование пользовательских интерфейсов, Разработка проектной документации, 
Менеджер по работе с корпоративными клиентами;Екатеринбург;Яндекс;Работа с юридическими лицами, Корпоративные продажи, B2B Продажи, Активные продажи, Развитие продаж, Поиск и привлечение клиентов, 
Технолог швейного производства;Екатеринбург;Новатекс;
Кладовщик / Комплектовщик;Карпинск;Пятёрочка;
"ГРУЗЧИК (р-н ЖБИ). Склад РЦ ""ЯБЛОКО"". Дополнительная компенсация патента для иностранцев.";Екатеринбург;Яблоко, торговая сеть;
Кладовщик / Комплектовщик;Верхняя Салда;Пятёрочка;
Кладовщик / Комплектовщик;Березовский (Свердловская область);Пятёрочка;
Водитель автобуса городских пассажирских маршрутов в филиал Западный;Екатеринбург;ГУП Мосгортранс;
Директор по персоналу;Екатеринбург;РУБЛЬ БУМ, ГК;
Электромонтер (г. Первоуральск);Екатеринбург;Engine;Электромонтер 5 разряда, Генератор, Оперативные переключения, Электрические схемы, ГПЭС, ДГУ, ДВС, Cummins, Камминз, Caterpillar, Катерпиллар, CAT, 5 группа по электробезопасности, ДЭС, ПЭС, Perkins, Высоковольтное электрооборудование, Свыше 1000 Вольт, Чтение электросхем, 4 группа по электробезопасности, 
Кладовщик / Комплектовщик;Реж;Пятёрочка;
Полицейский;Березовский (Свердловская область);Полк ППСП УМВД России по г. Екатеринбуру;
Сервисный инженер;Екатеринбург;ROLT POWER SYSTEMS;Деловая коммуникация, Деловая переписка, MS Outlook, Грамотная речь, Деловое общение, Пользователь ПК, Работа с большим объемом информации, Работа с оргтехникой, MS Excel, 
Кладовщик / Комплектовщик;Сухой Лог;Пятёрочка;
Менеджер по продажам электротехнической продукции;Екатеринбург;ГК Промэлектроника;
Менеджер активных продаж / региональный менеджер (автозапчасти);Екатеринбург;Японский грузовик;знание 1с, Активные продажи, Ведение переговоров, Поиск и привлечение клиентов, Планирование продаж, Навыки продаж, 1С: Торговля, Заключение договоров, B2B Продажи, Проведение презентаций, Развитие продаж, Телефонные переговоры, Прямые продажи, Деловая переписка, Запуск новых продуктов, Подготовка коммерческих предложений, 
Продавец-консультант в салон сотовой связи (Арамиль);Арамиль;Группа компаний Альянс;Активные продажи, 1С: Розница, 1С: Торговля, Прямые продажи, Навыки продаж, Работа в команде, Грамотная речь, 
Провизор - фармацевт в аптеку (г. Нижняя Тура);Нижняя Тура;Живика, аптечная сеть;
Кладовщик / Комплектовщик;Туринск;Пятёрочка;
Разработчик С++ (middle);Екатеринбург;Восточный Ветер;Linux, C++, 
Кладовщик / Комплектовщик;Тавда;Пятёрочка;
Электрослесарь по ремонту оборудования;Екатеринбург;Газпром нефть;
Менеджер по работе с клиентами;Екатеринбург;Практик-Центр;Холодные продажи, B2B Продажи, Ведение переговоров, Активные продажи, CRM, Грамотная речь, Поиск и привлечение клиентов, 
Кладовщик / Комплектовщик;Алапаевск;Пятёрочка;
Инженер-конструктор (РЛС);Екатеринбург;Опытно-конструкторское бюро УЗГА;CAD-редактор, ЕСКД, Проектно-конструкторская деятельность, 
Врач/Биолог КЛД Цитология;Екатеринбург;Хеликс, лабораторная служба;цитология, исследования биоматериала, действующие сертификаты, Лабораторная диагностика, 
"Специалист по продаже финансовых продуктов в салон ""Связной""";Екатеринбург;Связной;
Автор работ по теории графов;Екатеринбург;Homework;
Инженер-конструктор (радио);Екатеринбург;Опытно-конструкторское бюро УЗГА;CAD-редактор, ЕСКД, Проектно-конструкторская деятельность, 
Охранник;Екатеринбург;НЕВА, Холдинг безопасности;Охрана объекта, Работа в команде, 
Кладовщик / Комплектовщик;Красноуфимск;Пятёрочка;
Кладовщик / Комплектовщик;Ивдель;Пятёрочка;
PHP-разработчик;Екатеринбург;Компания Максим (maxim);PHP, Golang, Yii2, 
Водитель СЕ;Серов;Газпром нефть;
Охранник (в Екатеринбург);Екатеринбург;Master-Staff Group;
Кладовщик / Комплектовщик;Дегтярск;Пятёрочка;
Angular разработчик;Екатеринбург;Компания Максим (maxim);
Инженер (по эксплуатации газового хозяйства);Свободный (Свердловская область);Филиал ФГБУ ЦЖКУ Минобороны России по РВСН;
Кладовщик / Комплектовщик;Невьянск;Пятёрочка;
Электрик;Екатеринбург;Эльбрус;
Инженер проектировщик по строительной части и металлическим конструкциям;Екатеринбург;Линде Инжиниринг Рус;Английский язык, Microsoft Visual Studio, 
Сервисный инженер/инженер по гарантий;Екатеринбург;Машиностроительный завод им. Воровского;Грамотная речь, Знание устройства автомобиля, 
Инженер-конструктор (оптик);Екатеринбург;Опытно-конструкторское бюро УЗГА;CAD-редактор, ЕСКД, Проектно-конструкторская деятельность, 
Мойщица/Мойщик посуды (Юго-Запад);Екатеринбург;Яблоко, торговая сеть;
Заведующий хозяйством;Екатеринбург;МБДОУ - детский сад № 146;честность,коммуникабельность, добросовестность, умение работать на компьютере, 
Менеджер отдела продаж (Большой Исток);Большой Исток;Практик-Центр;Поиск и привлечение клиентов, Работа с дебиторской задолженностью, Работа в команде, Контроль дебиторской задолженности, 
Заместитель директора по питанию;Екатеринбург;КорпусГрупп;
Ведущий кредитный эксперт-аналитик корпоративного бизнеса;Екатеринбург;КБ «Уральский банк реконструкции и развития» (УБРиР);
Заместитель начальника (ЖКС) по финансово-экономической работе;Свободный (Свердловская область);Филиал ФГБУ ЦЖКУ Минобороны России по РВСН;
Начальник смены склада;Екатеринбург;Эй Би Лоджистик;
Инженер технического развития ПТК AlfaRegul;Екатеринбург;Прософт-Системы;Английский язык, Автоматизация технологических процессов, ПЛК, SCADA, Автоматизация производства, Работа с людьми, Управление проектами, ПТК Regul, 
Кассир (район ЖД вокзала, Пионерский р-н);Екатеринбург;Филиал «Мегамарт» АО Дикси Юг;
Механик;Талица;Птицефабрика Рефтинская;Пользователь ПК, Техническое обслуживание, Умение работать в команде, Ремонтные работы, 
Механик;Троицкий (Свердловская область);Птицефабрика Рефтинская;Пользователь ПК, Техническое обслуживание, Умение работать в команде, Ремонтные работы, 
Менеджер по продажам в отдел контейнерных перевозок;Екатеринбург;Way-Group;Стрессоустойчивость, Коммуникабельность, Поиск и привлечение клиентов, Холодные продажи, Ведение переговоров, работа с текущей базой клиентов, Аналитика продаж, Клиентоориентированность, Телефонные переговоры, 
Токарь-расточник;Екатеринбург;Завод УРБО;
Инженер-конструктор ПГС;Екатеринбург;Группа ЛСР;AutoCAD, Проектно-конструкторская деятельность, Проектирование зданий и сооружений, Разработка проектной документации, САПР, 
Менеджер по закупкам радиоэлектронных компонентов;Екатеринбург;ГК Промэлектроника;
Финансовый советник;Екатеринбург;QBF;Активные продажи, Навыки продаж, Консультирование, Поиск и привлечение клиентов, Работа в команде, Private Banking, работа с VIP клиентами, 
Главный механик на участке подземных горных работ;Нижняя Тура;Подразделение ООО Штайгер г. Екатеринбург;Контроль качества, Учет затрат, Деловая переписка, MS Dos, 
Консультант торгового зала;Екатеринбург;Строительный Двор;
Фулл-стек разработчик;Екатеринбург;Emphasoft;
Специалист технической поддержки [id 31021];Екатеринбург;Газпром нефть;Монтаж оборудования, Администрирование сетевого оборудования, Администрирование серверов, MS Visio, 
Менеджер по работе с клиентами;Екатеринбург;Этажи, федеральная компания;Ипотечное кредитование, Грамотная речь, Жилая недвижимость, Проведение презентаций, Организация встреч, 
Энергетик подземного участка;Нижняя Тура;Подразделение ООО Штайгер г. Екатеринбург;Заключение договоров, Ведение переговоров, Договорная работа, Производственное планирование, Руководство коллективом, 
Начальник ПТО;Екатеринбург;STEP;AutoCAD, MS Outlook, Проектная документация, MS Project, Работа в команде, 
Агент по недвижимости (АВТОВОКЗАЛ);Екатеринбург;Новосёл, группа компаний;Ведение переговоров, Навыки презентации, Поиск и привлечение клиентов, Заключение договоров, Пользователь ПК, Консультирование, Подбор недвижимости по запросу клиента, Коммуникабельность, Грамотная речь, Деловая переписка, Организаторские навыки, Оценка потребностей клиентов, Деловое общение, Жилая недвижимость, Продажа новостроек, 
Системный инженер (IDM: управление учетными записями и правами);Екатеринбург;Уральский центр систем безопасности;IDM, СУБД, Active Directory, Windows Server, MS SQL Server, Oracle Database, LDAP, 
Представитель военного представительства;Екатеринбург;НПП «Старт» им. А.И. Яскина;
Машинист крана (мостового и башенного);Екатеринбург;Уральский завод металлоконструкций;
Риелтор-стажер (ДОМ офицеров, центр);Екатеринбург;Новосёл, группа компаний;Активные продажи, Проведение презентаций, Жилая недвижимость, Холодные продажи, Грамотная речь, Телефонные переговоры, Клиентоориентированность, Коммуникабельность, Навыки работы с возражениями, Оценка потребностей клиентов, Продвижение объекта, Сопровождение клиентов, Работа с большим объемом информации, Обучение и развитие, Работа с базами данных, Работа в команде, Ориентация на клиента, Поиск и привлечение клиентов, 
Директор магазина (Екатеринбург, проспект Ленина, 68);Екатеринбург;Пятёрочка;
Директор магазина (Екатеринбург, Байкальская улица, 38);Екатеринбург;Пятёрочка;
Оператор контактного центра;Екатеринбург;Делориан Медиа;Пользователь ПК, CRM, Грамотная речь, Активные продажи, Навыки телефонных продаж, 
Менеджер по аренде оборудования;Екатеринбург;Энергопром;работа с текущей базой клиентов, Поиск и привлечение клиентов, Проведение презентаций, Ведение переговоров, Заключение договоров, B2B Продажи, Активные продажи, Пользователь ПК, Работа с дебиторской задолженностью, 
Врач-терапевт участковый;Заводоуспенское;ГБУ Шатровская ЦРБ;
Директор магазина (Екатеринбург, улица Луначарского, 53);Екатеринбург;Пятёрочка;
Ведущий менеджер по продажам промышленного оборудования;Екатеринбург;Люди Дела;1С: Торговля, Активные продажи, 1С: Предприятие 8, Работа с дебиторской задолженностью, Консультирование, 
Директор магазина (Екатеринбург, улица Некрасова, 14);Екатеринбург;Пятёрочка;
Интернет-маркетолог;Екатеринбург;СИММЕТРИЯ;Продвижение бренда, CorelDRAW, CRM, Маркетинговые исследования, Разработка маркетинговой стратегии, Планирование маркетинговых кампаний, Стратегический маркетинг, Торговый маркетинг, Маркетинг, План продвижения, 
Охранник (в Екатеринбург);Екатеринбург;Master-Staff Group;
Технолог по складской логистике;Екатеринбург;Группа СВЭЛ;MS Visio, Обучение и развитие, Проведение презентаций, Тренинги, Английский язык, 
Системный аналитик;Екатеринбург;Альфа-Банк;Atlassian Jira, Scrum, Git, SQL, Системная интеграция, 
Инженер (г. Краснотурьинск);Краснотурьинск;МОТИВ, телекоммуникационная группа;
Заместитель начальника ПТО (подземные горные работы);Нижняя Тура;Подразделение ООО Штайгер г. Екатеринбург;AutoCAD, Проектирование, Производственное планирование, Управление производственным персоналом, Компас-3D, 
Тренер по работе с полевой командой и развитию компетенций внешних торговых сетей;Екатеринбург;Tele2;Организация учебного процесса, Тренинги, Навыки продаж, Обучение команды продаж, Наставничество, Управленческие навыки, 
Руководитель по развитию;Екатеринбург;Открытие Факторинг;Кредитные договоры, Активные продажи, Поиск и привлечение клиентов, Навыки продаж, Работа в команде, 
Заместитель директора магазина (посёлок городского типа Мартюш, улица Ленина, 11А);Мартюш;Пятёрочка;
Врач-стоматолог-ортопед;Асбест;ГБУ Шатровская ЦРБ;
Менеджер по продажам/ Менеджер по продвижению;Екатеринбург;Горшков, Группа компаний;Управление продажами, Холодные продажи, Развитие продаж, Активные продажи, Планирование продаж, Ориентация на результат, Аналитика продаж, Целеустремленность, 
Супервайзер (Заречный, Ленинградская улица, 19А);Заречный (Свердловская область);Пятёрочка;
Pre-sale Инженер (Технический менеджер);Екатеринбург;Айдеко;Linux, Проведение презентаций, Администрирование, Деловая коммуникация, VMware, Сетевые технологии, 
Специалист по продаже и установке спутникового ТВ;Краснотурьинск;Спутниковое ТВ МТС;
Администратор магазина (Екатеринбург);Екатеринбург;Пятёрочка;
Врач-терапевт участковый;Екатеринбург;ГБУ Шатровская ЦРБ;
Колеровщик-продавец;Екатеринбург;САТУРН УРАЛ;Умение работать в команде, Ориентация на результат, Управление временем, 
Оператор;Екатеринбург;Связной;
Врач-терапевт участковый;Асбест;ГБУ Шатровская ЦРБ;
Продавец-кассир (Екатеринбург, Боровая, 24);Екатеринбург;Пятёрочка;
Водитель автобуса городских пассажирских маршрутов в филиал Северо-Восточный;Екатеринбург;ГУП Мосгортранс;
Логист;Екатеринбург;Яблоко, торговая сеть;Пользователь ПК, 
Главный технолог (мясоперерабатывающее производство);Екатеринбург;Черкашин и партнеръ;Управление производством, Контроль качества, Бережливое производство, Технология производства, 
Врач-стоматолог-ортопед;Екатеринбург;ГБУ Шатровская ЦРБ;
Специалист по продаже и установке спутникового ТВ;Серов;Спутниковое ТВ МТС;
Контролер измерительных приборов и специального инструмента 5 разряда ЛЛУИ;Екатеринбург;Уральский компрессорный завод;дисциплина, обязательность, организованность, 
Работник торгового зала (Пионерский район);Екатеринбург;Филиал «Мегамарт» АО Дикси Юг;
Менеджер по работе с клиентами компании;Екатеринбург;Айтекс, Центр Информационных Технологий;
Продавец-кассир;Курьи;Пятёрочка;
Продавец-кассир (Екатеринбург, Циолковского, 57);Екатеринбург;Пятёрочка;
Менеджер по работе с ключевыми клиентами (КАМ);Екатеринбург;Аптека Вербена-Фарма;Ведение переговоров, Холодные продажи, Телефонные переговоры, B2B Продажи, Развитие продаж, 
Администратор магазина (Екатеринбург, улица Белинского, 177А);Екатеринбург;Пятёрочка;
Заместитель директора по питанию;Качканар;КорпусГрупп;Бюджетирование, Управление персоналом, Управление производством, Анализ себестоимости, Формирование бюджета, 
Ведущий Инженер-конструктор РЭС;Екатеринбург;Опытно-конструкторское бюро УЗГА;Разработка технических заданий, Проектно-конструкторская деятельность, CAD-редактор, ЕСКД, 
Продавец-кассир (Верхняя Салда, Энгельса, 29);Верхняя Салда;Пятёрочка;
Менеджер по продажам;Березовский (Свердловская область);Протек, Центр Внедрения;
Продавец-консультант Кор;Екатеринбург;AROUND, Группа компаний;Активные продажи, Навыки продаж, Проведение промо акций, Работа в команде, Консультативные продажи, 
Middle QA Engineer;Екатеринбург;СКБ ЛАБ;Python, SQL, Java, QA, Тестирование, API, 
Врач анестезиолог-реаниматолог;Асбест;ГБУ Шатровская ЦРБ;Навыки межличностного общения, Умение работать в команде, Пользователь ПК, 
Продавец-кассир (Нижние Серги, Ленина, 25);Нижние Серги;Пятёрочка;
Врач скорой медицинской помощи;Екатеринбург;ГБУЗ Владимирской области Медицинский информационно-аналитический центр;Медицинская документация, Навыки межличностного общения, Ведение отчетности, Работа в режиме многозадачности, 
Продавец - консультант;Екатеринбург;Связной;
Начинающий специалист в отдел продаж;Екатеринбург;Билайн ШПД;Активные продажи, Работа в команде, Навыки продаж, Клиентоориентированность, Грамотная речь, Управление отношениями с клиентами, Ориентация на результат, 
Электромонтер;Первоуральск;Engine;Электромонтер 5 разряда, Генератор, Оперативные переключения, Электрические схемы, ГПЭС, ДГУ, ДВС, Cummins, Камминз, Caterpillar, Катерпиллар, CAT, 5 группа по электробезопасности, ДЭС, ПЭС, Perkins, Высоковольтное электрооборудование, Свыше 1000 Вольт, Чтение электросхем, 4 группа по электробезопасности, 
Монтажник ВОЛС на опоры ВЛЭП;Екатеринбург;Вертикаль;
Менеджер по продажам;Екатеринбург;Протек, Центр Внедрения;
Электромонтер (г. Первоуральск);Ревда;Engine;Электромонтер 5 разряда, Генератор, Оперативные переключения, Электрические схемы, ГПЭС, ДГУ, ДВС, Cummins, Камминз, Caterpillar, Катерпиллар, CAT, 5 группа по электробезопасности, ДЭС, ПЭС, Perkins, Высоковольтное электрооборудование, Свыше 1000 Вольт, Чтение электросхем, 4 группа по электробезопасности, 
Продавец-кассир (Мартюш, Ленина, 11А);Мартюш;Пятёрочка;
Менеджер по продажам (бизнес образование);Екатеринбург;Кадровый центр STAFF-Профи;Холодные продажи, Развитие бренда, Развитие ключевых клиентов, Активные продажи, Клиентоориентированность, Ведение переговоров, B2B Продажи, Управление проектами, 
Программист;Верхняя Пышма;SEVENCOM;Python, JavaScript, PostgreSQL, Linux, CSS, HTML, SQL, 
Менеджер по продажам (сантехнический крепеж);Екатеринбург;Технологии кадровых решений;Активные продажи, Холодные продажи, Поиск и привлечение клиентов, Развитие продаж, Телефонные переговоры, 
Менеджер-стажер отдела продаж;Екатеринбург;САТУРН УРАЛ;Активные продажи, Ведение переговоров, B2B Продажи, Заключение договоров, Организация встреч, Навыки продаж, Грамотная речь, Навыки переговоров, 
Врач анестезиолог-реаниматолог;Екатеринбург;ГБУ Шатровская ЦРБ;Навыки межличностного общения, Умение работать в команде, Пользователь ПК, 
Продавец-кассир (Екатеринбург, Шейнкмана, 119);Екатеринбург;Пятёрочка;
Специалист по контролю за потреблением тепловой энергии;Екатеринбург;НПП «Старт» им. А.И. Яскина;
Специалист по работе с клиентами в отдел продаж;Екатеринбург;Билайн ШПД;Активные продажи, Деловое общение, Работа в команде, Навыки продаж, Клиентоориентированность, Грамотная речь, Управление отношениями с клиентами, Ориентация на результат, Оценка потребностей клиентов, 
Менеджер по продажам (тяговые литий-ионные аккумуляторные батареи);Екатеринбург;Энергон;Ведение переговоров, Управление продажами, Активные продажи, Развитие продаж, Проведение презентаций, 
Врач-рентгенолог;Асбест;ГБУ Шатровская ЦРБ;Навыки межличностного общения, Умение работать в команде, Пользователь ПК, 
Врач-рентгенолог;Екатеринбург;ГБУ Шатровская ЦРБ;Навыки межличностного общения, Умение работать в команде, Пользователь ПК, 
Региональный представитель (по дистрибьюторам);Екатеринбург;ДКС;
Администратор магазина (Лесной, улица Фрунзе, 11);Лесной;Пятёрочка;
Администратор магазина (Екатеринбург, Волгоградская, 43);Екатеринбург;Пятёрочка;
Директор магазина (Екатеринбург, Водная, 13);Екатеринбург;Пятёрочка;
Менеджер по оптовым продажам строительных материалов (район Академический);Екатеринбург;ТСК Групп;Коммуникативные навыки, Коммуникабельность, Деловая коммуникация, Ведение переговоров, Деловая переписка, Управление продажами, Активные продажи, Холодные продажи, Работа в команде, Ориентация на результат, Поиск и привлечение клиентов, Заключение договоров, Телефонные переговоры, Навыки презентации, Развитие продаж, Прямые продажи, Планирование продаж, Навыки продаж, B2B Продажи, Клиентоориентированность, 
Директор магазина (Екатеринбург, Краснолесья, 111А);Екатеринбург;Пятёрочка;
Лифтер;Екатеринбург;ГАУЗ СО Областная детская клиническая больница;
Продавец-кассир (Богданович, Партизанская, 16);Богданович;Пятёрочка;
Инженер-проектировщик металлоконструкций АМС (антенно-мачтовых сооружений);Екатеринбург;Вертикаль;
Системный администратор;Екатеринбург;Восточный Ветер;MongoDB, Linux, Bash, PostgreSQL, Windows Server, 
Региональный представитель направления солнечной энергетики;Екатеринбург;Энергон;Поиск и привлечение клиентов, Развитие продаж, Клиентоориентированность, Энергетика, Управление отношениями с клиентами, 
Врач-невролог;Асбест;ГБУ Шатровская ЦРБ;
Администратор магазина (Екатеринбург, Краснолесья, 111А);Екатеринбург;Пятёрочка;
Администратор магазина (Каменск-Уральский, Каменская, 77);Каменск-Уральский;Пятёрочка;
Директор магазина (Екатеринбург, Токарей, 46);Екатеринбург;Пятёрочка;
Директор магазина (Екатеринбург, Чкалова, 139);Екатеринбург;Пятёрочка;
Старший продавец-кассир (Екатеринбург, улица Грибоедова, 25);Екатеринбург;Пятёрочка;
Продавец-консультант в салон сотовой связи (Красноуральск);Красноуральск;Группа компаний Альянс;Активные продажи, Консультативные продажи, Навыки продаж, Пользователь ПК, Грамотная речь, 
Директор магазина (Екатеринбург, Щербакова, 5А);Екатеринбург;Пятёрочка;
Машинист ДВС;Первоуральск;Engine;Электроэнергетика, Техническая эксплуатация, ДВС, двигатель, ДГУ, ДЭС, ГПЭС, 
Дежурный склада (грузчик);Екатеринбург;ИДС Боржоми;
Кладовщик-комплектовщик (ЖБИ, Химмаш);Екатеринбург;Актив-Профи;
Sales manager / Менеджер по продажам со знанием английского языка;Екатеринбург;BGS Group;Английский язык, Ведение переговоров, Холодные продажи, Активные продажи, Поиск и привлечение клиентов, Телефонные переговоры, Прямые продажи, B2B Продажи, 
Продавец-кассир (Логиново, Свердлова, 1);Марамзино (Свердловская область);Пятёрочка;
Специалист по продажам в салон связи;Екатеринбург;Ростелеком - Розничные Системы;Активные продажи, Коммуникабельность, Проведение презентаций, Работа в команде, Заключение договоров, Пользователь ПК, 
Директор магазина (Екатеринбург, Амундсена, 63);Екатеринбург;Пятёрочка;
Администратор магазина (Екатеринбург, улица Амундсена, 62);Екатеринбург;Пятёрочка;
Начальник отделения по работе с потребителями;Екатеринбург;Филиал ФГБУ «ЦЖКУ» Министерства обороны Российской Федерации (по Центральному военному округу);Заключение договоров, Консультант плюс, 1С: Предприятие 8, Претензионная работа, Финансовая отчетность, 
Администратор магазина (Полевской, Коммунистическая улица, 29);Полевской;Пятёрочка;
Администратор магазина (Екатеринбург, улица Чкалова, 139);Екатеринбург;Пятёрочка;
Тракторист;Асбест;Птицефабрика Рефтинская;
Директор магазина (Нижняя Салда, улица Ломоносова, 4);Нижняя Салда;Пятёрочка;
Кладовщик-комплектовщик;Березовский (Свердловская область);Актив-Профи;
Менеджер по продажам;Нижний Тагил;ЕвроАзия, Торговая компания;Активные продажи, Прямые продажи, Деловое общение, Заключение договоров, Работа в команде, Дебиторская задолженность, 
Машинист (водитель) фронтального погрузчика К-700;Каменск-Уральский;ИНВЕСТСТРОЙ;
